time,X-kurt,X-mad,X-max,X-mean,X-median,X-min,X-std,X-var,Y-kurt,Y-mad,Y-max,Y-mean,Y-median,Y-min,Y-std,Y-var,Z-kurt,Z-mad,Z-max,Z-mean,Z-median,Z-min,Z-std,Z-var
2017-05-15 15:40:07,0.24780070538082244,0.011947353599999998,0.0936,0.048640799999999866,0.0468,0.0,0.015305011556308496,0.0002342433787387366,-0.5162053468480656,0.013790524799999924,0.0312,-0.01446119999999996,-0.0156,-0.0624,0.016134810400704136,0.0002603321066666704,0.6878547644477138,0.0139496291999994,1.0686,1.0044917999999925,0.9984,0.9438,0.01818667556008865,0.0003307551679279257
2017-05-15 15:40:35,-0.02615302152417298,0.011532144000000032,0.0936,0.047735999999999904,0.0468,0.0,0.014752472994703605,0.00021763545945945915,-0.39509514431614123,0.013841724000000088,0.0312,-0.014991599999999983,-0.0156,-0.0702,0.01624621152234666,0.0002639393888288293,0.7689107448990891,0.014048954399999763,1.0686,1.0050221999999929,0.9984,0.9438,0.01839172974145944,0.0003382557228828838
2017-05-15 15:41:01,-0.18274259483985134,0.012055914000000006,0.0858,0.04841459999999981,0.0468,0.0078,0.015039785303719648,0.00022619514198198154,-0.7210535093093062,0.013141939200000076,0.0312,-0.014851199999999967,-0.0156,-0.0624,0.015405117857913826,0.0002373176562162155,0.8720498648134498,0.013515746399999485,1.0686,1.0038131999999935,0.9984,0.9438,0.017952986812658656,0.00032230973549549557
2017-05-15 15:41:27,-0.007810621873435064,0.011995073999999937,0.0936,0.04808699999999977,0.0468,0.0,0.01512785123151604,0.00022885188288288135,-0.811533488124569,0.013125699599999907,0.0234,-0.015030599999999976,-0.0156,-0.0702,0.015215951788463019,0.00023152518882883094,0.8499696875381368,0.013448135999998938,1.0608,1.0040471999999911,0.9984,0.9516,0.017716447857420013,0.00031387252468468224
2017-05-15 15:41:54,-0.01020158412444161,0.011757283199999906,0.1014,0.04776719999999989,0.0468,0.0,0.014914693837026953,0.00022244809225224977,-0.5855962968549089,0.013386391199999818,0.0312,-0.01418819999999996,-0.0156,-0.0702,0.015435636677495415,0.0002382588796396417,0.5900206717841554,0.013474421999999164,1.0686,1.0035401999999927,0.9984,0.9516,0.017524443788322953,0.0003071061300900909
2017-05-15 15:42:20,0.2159604859815336,0.01173806400000005,0.0936,0.04733039999999992,0.0468,0.0,0.01513509785323598,0.0002290711870270284,-0.7026691270861933,0.01352729040000011,0.0156,-0.01430519999999998,-0.0156,-0.0624,0.015639854795298336,0.0002446050580180164,1.357339768220036,0.013442707199999609,1.0842,1.0038911999999933,0.9984,0.9282,0.017748319509334087,0.00031500284540540897
2017-05-15 15:42:48,0.12905328944593641,0.012292175999999924,0.1014,0.048937199999999896,0.0468,0.0,0.015550975821761426,0.00024183284900900845,-0.6151574337846499,0.013770666000000075,0.0234,-0.014468999999999992,-0.0156,-0.0702,0.015913026846688313,0.00025322442342342303,1.1436320582504718,0.01401780119999916,1.0686,1.0040705999999908,0.9984,0.9282,0.0187496315783624,0.0003515486843243244
2017-05-15 15:43:14,-0.07550969758932258,0.011793116399999908,0.0936,0.047556599999999866,0.0468,0.0,0.015042700531463086,0.0002262828392792798,-0.6987893827538461,0.013756313999999967,0.0234,-0.014562599999999983,-0.0156,-0.0702,0.01596143504352434,0.0002547674086486468,0.7585885797147593,0.01368756479999931,1.0686,1.0046633999999912,0.9984,0.936,0.01795947669736631,0.00032254280324324345
2017-05-15 15:43:42,0.00799204846289392,0.011765441999999928,0.0936,0.04800899999999982,0.0468,0.0,0.014992788356496672,0.0002247837027027022,-0.7193266082040699,0.013698609599999977,0.0312,-0.014687399999999965,-0.0156,-0.0624,0.01585039925037843,0.00025123515639639707,1.300452240253605,0.013436903999999375,1.0764,1.0040237999999924,0.9984,0.936,0.01774278557611516,0.00031480644000000013
2017-05-15 15:44:10,0.12935703492261608,0.01172876640000001,0.0936,0.047845199999999866,0.0468,0.0,0.014933913711373132,0.00022302177873873843,-0.5046778547984405,0.013490802000000118,0.0312,-0.013751399999999976,-0.0156,-0.0702,0.015562538052343228,0.00024219259063063095,1.4234117906331867,0.01343659199999955,1.0764,1.003922399999995,0.9984,0.9282,0.017834498242663428,0.00031806932756756496
2017-05-15 15:44:35,-0.00914901553500247,0.012031624799999986,0.0936,0.04807139999999989,0.0468,0.0,0.015305264230099237,0.0002342511131531552,-0.4989444195419437,0.01363510199999994,0.0234,-0.01414139999999996,-0.0156,-0.078,0.015844096737947663,0.0002510354014414438,0.4682897345725636,0.013908257999999738,1.0686,1.0057085999999933,0.9984,0.9516,0.017862298501249697,0.0003190617077477471
2017-05-15 15:45:01,-0.10749950278279785,0.011553453599999992,0.0858,0.04807139999999989,0.0468,0.0,0.014567257361186026,0.00021220498702702846,-0.6239998522425276,0.013331853600000044,0.0312,-0.014375399999999977,-0.0156,-0.0624,0.0156669080180757,0.0002454520068468447,0.49575695130472575,0.013927227599999753,1.0686,1.0051625999999934,0.9984,0.9438,0.01799186561945336,0.00032370722846846784
2017-05-15 15:45:27,-0.14521102719852363,0.011814660000000012,0.0858,0.04818059999999985,0.0468,0.0,0.014723694197137177,0.00021678717081081097,-0.2597336738214402,0.012851279999999932,0.0468,-0.014507999999999972,-0.0156,-0.0624,0.015205399704716134,0.00023120418018018148,0.872959335966208,0.0130610687999991,1.0608,1.0044527999999908,0.9984,0.9438,0.017203710641016404,0.0002959676598198211
2017-05-15 15:45:53,-0.28308676789692866,0.012153648000000012,0.0936,0.047923199999999846,0.0468,0.0078,0.015154978559375615,0.0002296733751351346,-0.62541201071849,0.013574901599999988,0.0312,-0.015046199999999978,-0.0156,-0.0702,0.015828575721440363,0.0002505438093693713,0.9277296015603937,0.013787030399999426,1.0686,1.0048271999999916,0.9984,0.936,0.018085911654112424,0.0003271002003603595
2017-05-15 15:46:19,0.07587613615548561,0.011536387199999842,0.0936,0.047985599999999844,0.0468,0.0,0.01476340037493506,0.0002179579906306327,-0.5740539129605611,0.013624228800000025,0.0234,-0.014523599999999965,-0.0156,-0.0702,0.015853559170684,0.00025133533837837875,0.9672400020997376,0.013378559999999552,1.0842,1.0037819999999935,0.9984,0.936,0.017474296181163543,0.00030535102702702676
